2933.59.15;"ENROFLOXACINA; SAIS DE PIPERAZINA"
2933.59.16;CLORIDRATO DE BUSPIRONA
2933.59.19;OUTS.COMPS.HETEROCS.,COM CICLO PIPERAZINA
2933.59.21;BROMACIL
2933.59.22;TERBACIL
2933.59.23;FLUOROURACIL
2933.59.29;OUTS.COMPS.HETEROCS.CICLO PIRIMIDINA,HALOG.
2933.59.31;PROPILTIOURACIL
2933.59.32;DIAZINON
2933.59.33;PIRAZOFÓS
2933.59.34;AZATIOPRINA
2933.59.35;6-MERCAPTOPURINA
2933.59.39;OUTS.COMP.HETER.CICLO PIRIMIDINA,ENXOFRE S/H.
2933.59.41;TRIMETOPRIMA
2933.59.42;ACICLOVIR
2933.59.43;TOSILATOS DE DIPIRIDAMOL
2933.59.44;NICARBAZINA
2933.59.45;BISSULFITO DE MENADIONA DIMETILPIRIMIDINOL
2933.59.49;OUTS.COMP.C/PIRIMIDINA S/HALOGÊNIOS/ENXOFRE
2933.59.91;MINOXIDIL
2933.59.92;2-AMINOPIRIMIDINA
2933.59.99;OUTS.COMP.C/UM CICLO,PIRIMIDINA OU PIPERAZINA
2933.61.00;MELAMINA
2933.69.11;2,4,6-TRICLOROTRIAZINA (CLORETO CIANÚRICO)
2933.69.12;MERCAPTODICLOROTRIAZINA
2933.69.13;ATRAZINA
2933.69.14;SIMAZINA
2933.69.15;CIANAZINA
2933.69.16;ANILAZINA
2933.69.19;OUT.COMP.HETEROCÍC.CICL.TRIAZINA,C/CLORO LIG.
2933.69.21;N,N,N-TRIIDROXIETILEXAIDROTRIAZINA
2933.69.22;HEXAZINONA
2933.69.23;METRIBUZIM
2933.69.29;OUT.COMP.HETEROC.CICLO TRIAZINA,S/CLORO COV.
2933.69.91;AMETRINA
2933.69.92;METENAMINA(HEXAMETILENOTETRAMINA) E SAIS
2933.69.99;OUTS.COMP.HETEROC.C/1 CICLO D/TRIAZINA,Ñ COND
2933.71.00;6-HEXANOLACTAMA (EPSILON-CAPROLACTAMA)
2933.72.10;CLOBAZAM
2933.72.20;METILPRILONA
2933.79.10;PIRACETAM
2933.79.90;OUTRAS LACTAMAS
2933.91.11;ALPRAZOLAM
2933.91.12;CAMAZEPAM
2933.91.13;CLONAZEPAM
2933.91.14;CLORAZEPATO
2933.91.15;CLORODIAZEPÓXIDO
2933.91.19;OUTS.SAIS D/ALPRAZ.CAMAZ.CLONAZ.CLORAZ.CLOR.
2933.91.21;DELORAZEPAM
2933.91.22;DIAZEPAM
2933.91.23;ESTAZOLAM
2933.91.29;OUTS.SAIS D/DELORAZEPAM,DIAZ. E ESTAZOLAM
2933.91.31;FLUDIAZEPAM
2933.91.32;FLUNITRAZEPAM
2933.91.33;FLURAZEPAM
2933.91.34;HALAZEPAM
2933.91.39;OUTS.SAIS D/FLUDIAZEPAM,FLUNIT.,FLURAZ.,HALAZ.
2933.91.41;LOFLAZEPATO DE ETILA
2933.91.42;LORAZEPAM
2933.91.43;LORMETAZEPAM
2933.91.49;OUTS.SAIS D/LOFLAZEP. ETILA, LORAZ.,LORMETAZ.
2933.91.51;MAZINDOL
2933.91.52;MEDAZEPAM
2933.91.53;MIDAZOLAM
2933.91.59;OUTS.SAIS D/MAZINDOL, MEDAZEPAM E MIDAZOLAM
2933.91.61;NIMETAZEPAM
2933.91.62;NITRAZEPAM
2933.91.63;NORDAZEPAM
2933.91.64;OXAZEPAM
2933.91.69;OUT.SAIS D/NIMETAZEPAM,NITRAZ.NORDAZ.OXAZEP.
2933.91.71;PINAZEPAM
2933.91.72;PIROVALERONA
2933.91.73;PRAZEPAM
2933.91.79;OUTS.SAIS D/PINAZEPAM,PIROVALERON.,PRAZEPAM
2933.91.81;TEMAZEPAM
2933.91.82;TETRAZEPAM
2933.91.83;TRIAZOLAM
2933.91.89;OUTS.SAIS D/TEMAZEPAM,TETRAZEPAM.,TRIAZOLAM
2933.99.11;PIRAZINAMIDA
2933.99.12;CLORIDRATO DE AMILORIDA
2933.99.13;PINDOLOL
2933.99.19;OUTS.EST.C/1CICL.PIR.Ñ COND.CICL. INDOL S/COND.
2933.99.20;OUTS.COMP.HETEROCICL.C/CICL.DIAZEPINA(HIDROG.)
2933.99.31;DIBENZOAZEPINA (IMINOESTILBENO)
2933.99.32;CARBAMAZEPINA
2933.99.33;CLORIDRATO DE CLOMIPRAMINA
2933.99.34;MOLINATE(HEXAID.-1-CARBOTIOATO DE S-ETILA)
2933.99.35;HEXAMETILENOIMINA
2933.99.39;OUTROS COMP.C/ESTRUTURA C/UM CICLO AZEPINA
2933.99.41;"CLEMASTINA E SEUS DERIV.;SAIS DESTES PRODS."
2933.99.42;AMISULPRIDA
2933.99.43;SULTOPRIDA
2933.99.44;ALIZAPRIDA
2933.99.45;"BUFLOMEDIL E SEUS DERIV.;SAIS DESTES PRODS."
2933.99.46;MALEATO DE ENALAPRIL
2933.99.47;KETOROLAC TROMETAMINA
2933.99.49;OUTROS COMP.C/ESTRUTURA C/UM CICLO PIRROL
2933.99.51;BENOMIL
2933.99.52;OXIFENDAZOL
2933.99.53;ALBENDAZOL E SEU SULFÓXIDO
2933.99.54;MEBENDAZOL
2933.99.55;FLUBENDAZOL
2933.99.56;FEMBENDAZOL
2933.99.59;OUTS.COMP.C/ESTRUTURA C/UM CICLO IMIDAZOL
2933.99.61;TRIADIMENOL
2933.99.62;TRIADIMEFON
2933.99.63;TRIAZOFÓS(FOSFOROTIOATO DE O,O-DIETILA O-)
2933.99.69;OUTS.COMP.C/ESTR.C/1 CICLO.TRIAZOL Ñ CONDENS.
2933.99.91;AZINFÓS ETÍLICO
2933.99.92;ÁCIDO NALIDÍXICO
2933.99.93;CLOFAZIMINA
2933.99.95;METILSSULFATO DE AMEZÍNIO
2933.99.96;HIDRAZIDA MALÉICA E SEUS SAIS
2933.99.99;OUTS.COMP.HETEROCÍCL.HETEROÁTOMOS D/NITR.
2934.10.10;FENTIAZAC
2934.10.20;CLORIDRATO DE TIAZOLIDINA
2934.10.30;TIABENDAZOL
2934.10.90;OUTS.COMP.HETEROC.C/UM CICLO TIAZOL Ñ COND.
2934.20.10;2-MERCAPTOBENZOTIAZOL E SEUS SAIS
2934.20.20;2,2'-DITIO-BIS (BENZOTIAZOL)
2934.20.31;2-(TERBUTILAMINOTIO) BENZOTIAZOL
2934.20.32;2-(CICLOEXILAMINOTIO) BENZOTIAZOL
2934.20.33;2-(DICICLOEXILAMINOTIO) BENZOTIAZOL
2934.20.34;2-(4-MORFOLINILTIO) BENZOTIAZOL
2934.20.39;OUTRAS BENZOTIAZÓIS-SULFENAMIDAS
2934.20.40;2-(TIOCIANOMETILTIO)BENZOTIAZOL (TCMTB)
2934.20.90;OUTS.COMP.HETEROCS.C/CICLOS DE BENZOTIAZOL
2934.30.10;MALEATO DE METOTRIMEPRAZINA
2934.30.20;ENANTATO DE FLUFENAZINA
2934.30.30;PROMETAZINA
2934.30.90;OUTS.COMP.HETEROCS.COM CICLOS FENOTIAZINA
2934.91.11;AMINOREX E SEUS SAIS
2934.91.12;BROTIZOLAN E SEUS SAIS
2934.91.21;CLOTIAZEPAM
2934.91.22;CLOXAZOLAM
2934.91.23;DEXTROMORAMIDA
2934.91.29;SAIS CLOTIAZEPAM,CLOXAZOLAM,DEXTROMORAMIDA
2934.91.31;FENDIMETRAZINA E SEUS SAIS
2934.91.32;FENMETRAZINA E SEUS SAIS
2934.91.33;HALOXAZOLAM E SEUS SAIS
2934.91.41;KETAZOLAM
2934.91.42;MESOCARB
2934.91.49;OUTROS SAIS DE KETAZOLAM E MESOCARB
2934.91.50;OXAZOLAM E SEUS SAIS
2934.91.60;PEMOLINA E SEUS SAIS
2934.91.70;SUFENTANILA E SEUS SAIS
2934.99.11;MORFOLINA E SEUS SAIS
2934.99.12;PIRENOXINA SÓDICA (CATALINO SÓDICO)
2934.99.13;NIMORAZOL
2934.99.14;ANIDRIDO ISATÓICO(2H-3,1-BENZ.-2,4(1H)DIONA)
2934.99.15;4,4'-DITIODIMORFOLINA
2934.99.19;OUTS.COMP.C/ESTR.C/1CICLO OXAZINA EXC.HET.ENX
2934.99.22;ZIDOVUDINA (AZT)
2934.99.23;TIMIDINA
2934.99.24;FURAZOLIDONA
2934.99.25;CITARABINA
2934.99.26;OXADIAZONA
2934.99.27;ESTAVUDINA
2934.99.29;OUTS.COMP.C/3 HET.N.O.EXC.AC.NUCL.,SAIS 2934991
2934.99.31;CETOCONAZOL
2934.99.32;CLORIDRATO DE PRAZOSINA
2934.99.33;TALNIFLUMATO
2934.99.34;ÁCIDOS NUCLÉICOS E SEUS SAIS
2934.99.35;PROPICONAZOL
2934.99.39;OUTS.COMP.HETEROC.C/HETEROÁTOMOS NITR/OXIG.
2934.99.41;TIOFENO
2934.99.42;ÁCIDO 6-AMINOPENICILÂNICO
2934.99.43;ÁCIDO 7-AMINOCEFALOSPORÂNICO
2934.99.44;ÁCIDO 7-AMINODESACETOXICEFALOSPORÂNICO
2934.99.45;CLORMEZANONA
2934.99.46;9-(N-METIL-4-PIPERIDINILIDENO)TIOXANTENO
2934.99.49;OUTS.COMP.HETEROC.C/HETEROÁTOMOS D/ENXF.
2934.99.51;TEBUTIURON
2934.99.52;TETRAMISOL
2934.99.53;LEVAMISOL E SEUS SAIS
2934.99.54;TIOCONAZOL
2934.99.59;OUTS.COMP.HETEROC.C/3 HETEROÁTOMOS D/ENX.
2934.99.61;CLORIDRATO DE TIZANIDINA
2934.99.69;OUTS.COMP.C/ESTR.HET.ENXOFRE,D/ENX.E NITROG.
2934.99.91;TIMOLOL
2934.99.92;MALEATO ÁCIDO DE TIMOLOL
2934.99.93;LAMIVUDINA
2934.99.99;OUTROS COMPOSTOS HETEROCÍCLICOS
2935.00.11;SULFADIAZINA E SEU SAL SÓDICO
2935.00.12;CLORTALIDONA
2935.00.13;SULPIRIDA
2935.00.14;VERALIPRIDA
2935.00.15;SULFAMETAZINA(4,6-DIMETIL-2-SULFANILAMIDOPIRIM.)
2935.00.19;OUTS.SULFONAMIDAS C/HET.C/HETEROÁTOMOS
2935.00.21;FUROSEMIDA
2935.00.22;FTALILSULFATIAZOL
2935.00.23;PIROXICAM
2935.00.24;TENOXICAM
2935.00.25;SULFAMETOXAZOL
2935.00.29;OUTRAS SULFONAMIDAS CLORADAS
2935.00.91;CLORAMINA-B E CLORAMINA-T
2935.00.92;GLIBURIDA
2935.00.93;TOLUENOSSULFONAMIDAS
2935.00.94;NIMESULIDA
2935.00.95;BUMETANIDA
2935.00.96;SULFAGUANIDINA
2935.00.97;SULFLURAMIDA
2935.00.99;OUTRAS SULFONAMIDAS
2936.21.11;VITAMINA A1 ÁLCOOL (RETINOL)
2936.21.12;ACETATO DE VITAMINA A1 ÁLCOOL
2936.21.13;PALMITATO DE VITAMINA A1 ÁLCOOL
2936.21.19;OUTROS DERIVADOS DA VITAMINA A1 ÁLCOOL
2936.21.90;OUTRAS VITAMINAS A E SEUS DERIVADOS
2936.22.10;CLORIDRATO DE VITAMINA B1
2936.22.20;MONONITRATO DE VITAMINA B1
2936.22.90;OUTRAS VITAMINAS B1 E SEUS DERIVADOS
2936.23.10;VITAMINA B2 (RIBOFLAVINA)
2936.23.20;5'-FOSFATO SÓDICO DE VITAMINA B2
2936.23.90;OUTROS DERIVADOS DA VITAMINA B2
2936.24.10;D-PANTOTENATO DE CÁLCIO
2936.24.90;OUTROS DERIVADOS DA VITAMINA B3 OU B5
2936.25.10;VITAMINA B6, NÃO MISTURADA
2936.25.20;CLORIDRATO DE PIRIDOXINA, NÃO MISTURADO
2936.25.90;OUTS DERIV. DA VITAMINA B6, NÃO MISTURADOS
2936.26.10;VITAMINA B12 (CIANOCOBALAMINA)
2936.26.20;COBAMAMIDA NÃO MISTURADA
2936.26.30;HIDROXOCOBALAMINA E SAIS, NÃO MISTURADOS
2936.26.90;OUTROS DERIVADOS DA VITAMINA B12
2936.27.10;VITAMINA C (ÁCIDO L- OU DL-ASCÓRBICO)
2936.27.20;ASCORBATO DE SÓDIO
2936.27.90;OUTROS DERIVADOS DA VITAMINA C
2936.28.11;D- OU DL-ALFA-TOCOFEROL, NÃO MISTURADOS
2936.28.12;ACETATO DE D- / DL-ALFA-TOCOFEROL,Ñ MISTURADO
2936.28.19;OUTROS DER.D/VITAMINA D-OU DL-ALFA TOCOFEROL
2936.28.90;OUTRAS VITAMINAS E E SEUS DERIVADOS
2936.29.11;VITAMINA B9 (ÁCIDO FÓLICO) E SEUS SAIS
2936.29.19;OUTROS DERIVADOS DA VITAMINA B9
2936.29.21;VITAMINA D3 (COLECALCIFEROL), NÃO MISTURADA
2936.29.29;OUTRAS VITAMINAS D E SEUS DERIVADOS
2936.29.31;VITAMINA H (BIOTINA), NÃO MISTURADA
2936.29.39;OUTROS DERIVADOS DA VITAMINA H
2936.29.40;VITAMINAS K E SEUS DERIVADOS, NÃO MISTURADOS
2936.29.51;ÁCIDO NICOTÍNICO, NÃO MISTURADO
2936.29.52;NICOTINAMIDA NÃO MISTURADA
2936.29.53;NICOTINATO DE SÓDIO
2936.29.59;OUTROS DERIVADOS DO ÁCIDO NICOTÍNICO
2936.29.90;OUTRAS VITAMINAS E DERIVADOS, Ñ MISTURADOS
2936.90.00;OUTS VITAMINAS,INCLUÍDOS CONCENTR.NATURAIS
2937.11.00;SOMATOTROP.,SEUS DERIV./ANÁLOGOS ESTRUTUR.
2937.12.00;INSULINA E SEUS SAIS
2937.19.10;ACTH (CORTICOTROPINA)
2937.19.20;HCG (GONADOTROPINA CORIÔNICA)
2937.19.30;PMSG (GONADOTROPINA SÉRICA)
2937.19.40;MENOTROPINAS
2937.19.50;OXITOCINA
2937.19.90;OUTS.HORM.POLIP.PROT.GLIC.DER.ANÁLOGO ESTR.
2937.21.10;CORTISONA
2937.21.20;HIDROCORTISONA
2937.21.30;PREDNISONA (DEIDROCORTISONA)
2937.21.40;PREDNISOLONA (DEIDROIDROCORTISONA)
2937.22.10;DEXAMETASONA E SEUS ACETATOS
2937.22.21;ACETONIDA DA TRIANCINOLONA
2937.22.29;OUTROS TRIANCINOLONA E SEUS DERIVADOS
2937.22.31;VALERATO DE DIFLUCORTOLONA
2937.22.39;OUTROS DERIVADOS DE FLUOCORTOLONA
2937.22.90;OUTS DER.HAL.D/HORM.CORTICOSSUPRA-RENAIS
2937.23.10;MEDROXIPROGESTERONA E SEUS DERIVADOS
2937.23.21;L-NORGESTREL (LEVONORGESTREL)
2937.23.22;DL-NORGESTREL
2937.23.29;OUTS.COMP.DO NORGESTREL E SEUS DERIVADOS
2937.23.31;ESTRIOL E SEU SUCCINATO
2937.23.39;OUTROS ÉSTERES E SAIS DO ESTRIOL
2937.23.41;HEMISSUCCINATO DE ESTRADIOL
2937.23.42;FEMPROP.D/ESTRADIOL(17-(3 FENIL.)DE ESTRADIOL)
2937.23.49;OUTS.ÉSTERES,SAIS,DERIVAD.DE ESTR.,ESTRADIOL
2937.23.51;ALILESTRENOL
2937.23.59;OUTROS ÉSTERES E SAIS DO ALILESTRENOL
2937.23.60;DESOGESTREL
2937.23.70;LINESTRENOL
2937.23.91;ACETATO DE ETINODIOL
2937.23.92;GESTODENO
2937.23.99;OUTROS ESTROGÊNIOS E PROGESTOGÊNIOS
2937.29.10;METILPREDNISOLONA E SEUS DERIVADOS
2937.29.20;21-SUCCINATO SÓDICO DE HIDROCORTISONA
2937.29.31;ACETATO DE CIPROTERONA
2937.29.39;OUTS.COMP.DE CIPROTERONA E SEUS DERIVADOS
2937.29.40;MESTEROLONA E SEUS DERIVADOS
2937.29.50;ESPIRONOLACTONA
2937.29.60;DEFLAZACORTE
2937.29.90;OUTS.HORM.CORTICOSSUPRA-RENAIS,DERIVADOS
2937.50.00;PROSTAGLANDINAS,TROMBOXANAS ,LEUCOTRIENOS
2937.90.10;TIRATRICOL (TRIAC) E SEU SAL SÓDICO
2937.90.30;LEVOTIROXINA SÓDICA
2937.90.40;LIOTIRONINA SÓDICA
2937.90.90;OUTROS
2938.10.00;RUTOSÍDIO (RUTINA) E SEUS DERIVADOS
2938.90.10;DESLANOSÍDIO
2938.90.20;ESTEVIOSÍDIO
2938.90.90;OUTS.HETEROSÍDIOS,SAIS,ÉTERES,ÉSTERES, DER.
2939.11.10;CONCENTRADOS DE PALHA DE PAPOULA
2939.11.21;BUPRENORFINA E SEUS SAIS
2939.11.22;CODEÍNA E SEUS SAIS
2939.11.23;DIIDROCODEÍNA E SEUS SAIS
2939.11.31;ETILMORFINA E SEUS SAIS
2939.11.32;ETORFINA E SEUS SAIS
2939.11.40;FOLCODINA E SEUS SAIS
2939.11.51;HEROÍNA E SEUS SAIS
2939.11.52;HIDROCODONA E SEUS SAIS
2939.11.53;HIDROMORFONA E SEUS SAIS
2939.11.61;MORFINA
2939.11.62;CLORIDRATO E SULFATO DE MORFINA
2939.11.69;OUTROS DERIVADOS DE MORFINA E SEUS SAIS
2939.11.70;NICOMORFINA E SEUS SAIS
2939.11.81;OXICODONA E SEUS SAIS
2939.11.82;OXIMORFONA E SEUS SAIS
2939.11.91;TEBACONA E SEUS SAIS
2939.11.92;TEBAÍNA E SEUS SAIS
2939.19.00;OUTS.COMP.D/ALCALÓIDES D/ÓPIO,DERIV.E SAIS
2939.20.00;ALCALÓIDES DA QUINA SEUS DERIVADOS E SAIS
2939.30.10;CAFEÍNA
2939.30.20;SAIS DA CAFEÍNA
2939.41.00;EFEDRINA E SEUS SAIS
2939.42.00;PSEUDOEFEDRINA E SEUS SAIS
2939.43.00;CATINA (DCI) E SEUS SAIS
2939.44.00;NOREFEDRINA E SEUS SAÍS
2939.49.00;OUTROS COMPOSTOS EFEDRINAS E SEUS SAIS
2939.51.00;FENETILINA (DCI) E SEUS SAIS
2939.59.10;TEOFILINA
2939.59.20;AMINOFILINA
2939.59.90;OUTS.COMP.TEOFILINA E AMINOFILINA,DERIV.E SAIS
2939.61.00;ERGOMETRINA E SEUS SAIS
2939.62.00;ERGOTAMINA E SEUS SAIS
2939.63.00;ÁCIDO LISÉRGICO E SEUS SAIS
2939.69.11;MALEATO DE METILERGOMETRINA
2939.69.19;OUTS.DERIVADOS DA ERGOMETRINA E SEUS SAIS
2939.69.21;MESILATO DE DIIDROERGOTAMINA
2939.69.29;OUTS.DERIVADOS DA ERGOTAMINA E SEUS SAIS
2939.69.31;MESILATO DE DIIDROERGOCORNINA
2939.69.39;OUTS.DERIVADOS DA ERGOCORNINA E SEUS SAIS
2939.69.41;MESILATO DE ALFA-DIIDROERGOCRIPTINA
2939.69.42;MESILATO DE BETA-DIIDROERGOCRIPTINA
2939.69.49;OUTS.DERIVADOS DA ERGOCRIPTINA E SEUS SAIS
2939.69.51;ERGOCRISTINA
2939.69.52;METANOSSULFONATO DE DIIDROERGOCRISTINA
2939.69.59;OUTS.DERIVADOS DA ERGOCRISTINA E SEUS SAIS
2939.69.90;OUTS.ALCALÓID.D/CRAVAGEM D/CENTEIO,DER.SAIS
2939.91.11;COCAÍNA E SEUS SAIS
2939.91.12;ECGONINA E SEUS SAIS
2939.91.19;OUTROS ÉSTERES E DERIV.DE COCAÍNA / ECGONINA
2939.91.20;LEVOMETANFETAMINA,SEUS SAIS,ÉSTERES E OUTS.
2939.91.30;METANFETAMINA,SEUS SAIS,ÉSTERES OUTS.DERIV.
2939.91.40;RACEMATO D/METANFETAMINA,SAIS,ÉST.OUTS.DER.
2939.99.11;BROMETO DE N-BUTILESCOPOLAMÔNIO
2939.99.19;ESCOPOLAMINA OUTS.DERIVS. E SAIS DESTE PROD.
2939.99.20;"TEOBROMINA E DERIVADOS;SAIS DESTES PRODS."
2939.99.31;PILOCARPINA, SEU NITRATO E SEU CLORIDRATO
2939.99.39;OUTROS SAIS DE PILOCARPINA
2939.99.40;TIOCOLQUICÓSIDO
2939.99.90;OUTS.ALCALÓIDES NATURAL OU REPROD.P/SÍNTESE
2940.00.11;GALACTOSE
2940.00.12;ARABINOSE
2940.00.13;RAMNOSE
2940.00.19;OUTROS AÇÚCARES QUIMICAMENTE PUROS
2940.00.21;ÁCIDO LACTOBIÔNICO
2940.00.22;LACTOBIONATO DE CÁLCIO
2940.00.23;BROMOLACTOBIONATO DE CÁLCIO
2940.00.29;OUTROS SAIS, ÉSTERES DO ÁCIDO LACTOBIÔNICO
2940.00.92;FRUTOSE-1,6-DIFOSFATO DE CÁLCIO OU DE SÓDIO
2940.00.93;MALTITOL
2940.00.94;LACTOGLUCONATO DE CÁLCIO
2940.00.99;OUTROS ÉTERES, ÉSTERES DE AÇÚCAR E SAIS
2941.10.10;AMPICILINA E SEUS SAIS
2941.10.20;AMOXICILINA E SEUS SAIS
2941.10.31;PENICILINA V POTÁSSICA
2941.10.39;OUTRAS PENICILINAS V, SAIS E DERIVADOS
2941.10.41;PENICILINA G POTÁSSICA
2941.10.42;PENICILINA G BENZATÍNICA
2941.10.43;PENICILINA G PROCAÍNICA
2941.10.49;OUTRAS PENICILINAS G, DERIVADOS E SAIS
2941.10.90;OUTS.ANTIBIÓTICOS D/PENICILINA, SAIS, DERIVADOS
2941.20.10;SULFATOS DE ESTROPTOMICINA
2941.20.90;ESTREPTOMICINAS E OUTROS DERIVADOS E SAIS
2941.30.10;CLORIDRATO DE TETRACICLINA
2941.30.20;OXITETRACICLINA
2941.30.31;MINOCICLINA
2941.30.32;SAIS DA MINOCICLINA
2941.30.90;OUTRAS TETRACICLINAS, SAIS E DERIVADOS
2941.40.11;CLORANFENICOL,PALMITATO,SUCCINATO,HEMISSUC.
2941.40.19;OUTROS ÉSTERES DO CLORANFENICOL
2941.40.20;TIANFENICOL E SEUS ÉSTERES
2941.40.90;OUTROS SAIS E DERIVADOS DO CLORANFENICOL
2941.50.10;CLARITROMICINA
2941.50.20;ERITROMICINA E SEUS SAIS
2941.50.90;OUTROS DERIVADOS DA ERITROMICINA E SEUS SAIS
2941.90.11;RIFAMICINA S
2941.90.12;RIFAMPICINA (RIFAMICINA AMP)
2941.90.13;RIFAMICINA SV SÓDICA
2941.90.19;OUTRAS RIFAMICINAS, SAIS E DERIVADOS
2941.90.21;CLORIDRATO DE LINCOMICINA
2941.90.22;FOSFATO DE CLINDAMICINA
2941.90.29;OUTROS LINCOMICINA, SEUS DERIVADOS E SAIS
2941.90.31;CEFTRIAXONA E SEUS SAIS
2941.90.32;"CEFOPERAZONA E SEUS SAIS;CEFAZOLINA SÓDICA"
2941.90.33;CEFACLOR/CEFALEXINA MONOIDR.CEFALOT.SÓDICA
2941.90.34;CEFADROXIL E SEUS SAIS
2941.90.35;CEFOTAXIMA SÓDICA
2941.90.36;CEFOXITINA E SEUS SAIS
2941.90.37;CEFALOSPORINA C
2941.90.39;OUTS.CEFALOSPORINAS,CEFAMICINAS,SAIS,DERIV.
2941.90.41;SULFATO DE NEOMICINA
2941.90.42;EMBONATO D/GENTAMICINA(PAMOATO D/GENTAM.)
2941.90.43;SULFATO DE GENTAMICINA
2941.90.49;OUTROS AMINOGLUCOSÍDIOS E SEUS SAIS
2941.90.51;EMBONATO DE ESPIRAMICINA
2941.90.59;OUTROS MACROLÍDIOS E SEUS SAIS
2941.90.61;NISTATINA E SEUS SAIS
2941.90.62;ANFOTERICINA B E SEUS SAIS
2941.90.69;OUTROS POLIENOS E SEUS SAIS
2941.90.71;MONENSINA SÓDICA
2941.90.72;NARASINA
2941.90.73;AVILAMICINAS
2941.90.79;OUTROS POLIÉTERES E SAIS
2941.90.81;POLIMIXINAS E SEUS SAIS
2941.90.82;SULFATO DE COLISTINA
2941.90.83;VIRGINIAMICINAS E SEUS SAIS
2941.90.89;OUTROS POLIPEPTÍDIOS E SAIS
2941.90.91;GRISEOFULVINA E SEUS SAIS
2941.90.92;FUMARATO DE TIAMULINA
2941.90.99;OUTROS ANTIBIÓTICOS
2942.00.00;OUTROS COMPOSTOS ORGÂNICOS
3001.20.10;EXTRATO DE FÍGADOS
3001.20.90;OUTROS EXTRATOS D/GLÂNDULAS,OUTS.ÓRGÃOS
3001.90.10;HEPARINA E SEUS SAIS
3001.90.20;PEDAÇOS DE PERICÁRDIO D/ORIG.BOVINA OU SUÍNA
3001.90.31;FÍGADOS DESSECADOS, MESMO EM PÓ
3001.90.39;OUTRAS GLÂNDULAS E ÓRGÃOS, MESMO EM PÓ
3001.90.90;OUTS.SUBST.HUM.OU ANIM.P/FINS TERAP.PROF.
3002.10.11;SOROS ANTIOFÍDICOS E OUTROS ANTIVENENOSOS
3002.10.12;SORO ANTITETÂNICO
3002.10.13;SORO ANTICATARRAL
3002.10.14;SORO ANTIPIOGÊNICO
3002.10.15;SORO ANTIDIFTÉRICO
3002.10.16;SOROS POLIVALENTES
3002.10.19;OUTS.SOROS ESPEC.DE ANIMAIS,PESSOAS IMUNIZ.
3002.10.22;IMUNOGLOBULINA ANTI-RH
3002.10.23;OUTRAS IMUNOGLOBULINAS SÉRICAS
3002.10.24;CONCENTRADO DE FATOR VIII
3002.10.25;SOROALBUMINA,EM FORMA D/GEL,P/PREP.D/REAGS.
3002.10.26;ANTICORPOS MONOCLS.EM SOL. TAMPÃO C/ALB.BOV.
3002.10.29;OUTROS
3002.10.31;SOROALBUMINA EXCETO A HUMANA
3002.10.32;PLASMINA (FIBRINOLISINA)
3002.10.33;UROQUINASE
3002.10.34;IMUNOGLOBULINA E CLORIDRATO DE HISTAM.ASSOC.
3002.10.35;IMUNOGLOBULINA G, LIOFILIZADA OU EM SOLUÇÃO
3002.10.36;"INTERFERON BETA; PEG INTERFERON ALFA-2-A"
3002.10.37;SOROALBUMINA HUMANA
3002.10.38;"BASILIXIMAB(DCI); BEVACIZUMAB(DCI); DACLIZUMAB(DCI);..."
3002.10.39;OUTROS
3002.20.11;VACINAS P/GRIPE, Ñ/DOSES, Ñ VENDA A RETALHO
3002.20.12;VACINAS P/POLIOMIEL.Ñ DOSES,Ñ VENDA RETALHO
3002.20.13;VACINAS P/HEPATITE B Ñ DOSES,Ñ VENDA RETALHO
3002.20.14;VACINAS P/SARAMPO, Ñ DOSES,Ñ VENDA RETALHO
3002.20.15;VACINAS P/MENINGITE Ñ DOSES,Ñ VENDA RETALHO
3002.20.16;VACINAS P/RUB.SAR.CAX.Ñ DOSES,Ñ VENDA RET.
3002.20.17;OUTS.VACINAS TRÍPLICES,Ñ DOSES,Ñ VENDA RET.
3002.20.18;VAC.ANTICATARRAL ANTIP.,Ñ DOSES.,Ñ VENDA RET.
3002.20.19;OUTS.VAC.P/MED.HUM.,Ñ DOSES,Ñ VENDA RETAHO
3002.20.21;VACINAS P/GRIPE, EM DOSES, P/VENDA RETALHO
3002.20.22;VACINAS P/POLIOMIELITE,EM DOSES,P/VENDA RET.
3002.20.23;VACINAS P/HEPATITE B,EM DOSES,P/VENDA RET.
3002.20.24;VACINAS P/SARAMPO,EM DOSES,P/VENDA RET.
3002.20.25;VACINAS P/MENINGITE,EM DOSES,P/VENDA RET.
3002.20.26;VACINAS P/RUB.SAR.CAX.EM DOSES, P/VENDA RET.
3002.20.27;OUTS VACINAS TRÍPLICES, EM DOSES,P/VENDA RET.
3002.20.28;VACINAS ANTICATARR. ANTIP., DOSES, VENDA RET.
3002.20.29;OUTS.VAC.P/MED.HUM., EM DOSES, P/VENDA RET.
3002.30.10;VACINAS P/MEDICINA VETERINÁRIA CONTRA RAIVA
3002.30.20;VACINAS P/MED.VETERIN. CONTRA A COCCIDIOSE
3002.30.30;VACINA VETERIN.,CONTR.QUERATO-CONJUNTIVITE
3002.30.40;VACINA P/MEDICINA VETERINÁRIA P/CINOMOSE
3002.30.50;VACINA VETERINÁRIA,CONTRA A LEPTOSPIROSE
3002.30.60;VACINA VETERINÁRIA,CONTRA A FEBRE AFTOSA
3002.30.70;"VACINAS CONTRA:NEWCASTLE;GUMBORO;BRONQ."
